Time (min),Mean Intensity (A.U.),Protein Concentration (nanograms per microliter),Protein Concentration (nM),Number of Protein Molecules,Rate of Change of Number of Protein Molecules (PM per min)
402.0,382.28860878944397,13.946890078111409,154.1092826310653,184931139157.27835,648913228.8032455
404.0,385.24881887435913,14.054886298017529,155.30261102781802,186363133233.3816,660528294.645813
406.0,387.75037026405334,14.14614944699623,156.31104361321803,187573252335.8616,598476322.533577
408.0,390.19748640060425,14.235426655315159,157.29753210292998,188757038523.5159,689988299.3326416
410.0,393.45572996139526,14.354295917294909,158.6110046109935,190333205533.19217,599546337.23806
412.0,395.1550016403198,14.416289800381971,159.2960198937235,191155223872.46814,498978737.47589874
414.0,397.5816740989685,14.504821169766807,160.27426706924652,192329120483.09576,601020598.9421616
416.0,400.12470722198486,14.597597681062858,161.29942189019735,193559306268.2368,618768772.2421494
418.0,402.69813537597656,14.69148308272652,162.33682964338698,194804195572.06436,592109605.2907867
420.0,405.02072978019714,14.776217411992246,163.27312057449996,195927744689.39993,604373801.8539581
422.0,407.6955678462982,14.873802512952466,164.3514089829002,197221690779.4802,623366087.1040573
424.0,410.1752052307129,14.964266181601968,165.3510075315135,198421209037.81616,545929517.9615784
426.0,412.2097375392914,15.038491250870873,166.17117404277207,199405408851.3265,536559637.64832306
428.0,414.6118974685669,15.126128338959212,167.13953965700787,200567447588.40945,649231321.0215149
430.0,417.57808685302734,15.234342699379031,168.33527844617717,202002334135.41257,628228152.0337677
432.0,419.80657625198364,15.3156438314894,169.23363349712048,203080360196.54453,615613050.6213913
434.0,422.66845417022705,15.420052636316484,170.38732194824846,204464786337.89813,619367992.010086
436.0,424.9279923439026,15.502486509079109,171.29819347048743,205557832164.58487,554707963.5774765
438.0,427.25521087646484,15.587389538662357,172.23634849350674,206683618192.20804,573238911.3101501
440.0,429.66797733306885,15.675413580657668,173.2089898415212,207850787809.82547,606779100.3354416
442.0,432.27253222465515,15.770434567263546,174.25894549462484,209110734593.5498,595786407.6374588
444.0,434.594402551651,15.855142480294969,175.19494453364607,210233933440.3753,575001480.129036
446.0,437.0270915031433,15.943893347102474,176.17561709505497,211410740514.06595,561918726.6419754
448.0,439.24078345298767,16.024654629498635,177.06800695578602,212481608346.9432,554571897.8434448
450.0,441.6127231121063,16.111189202951913,178.02419008786646,213629028105.43973,564078997.2345276
452.0,443.9050271511078,16.19481846033105,178.94827027990112,214737924335.88132,584986092.6842575
454.0,446.4498429298401,16.28766000757833,179.97414373014732,215968972476.17676,568532893.7956924
456.0,448.60609912872314,16.36632588329275,180.84337992588678,217012055911.0641,519368788.90299225
458.0,450.7443878650665,16.4443362588974,181.70537302649063,218046447631.78873,607639235.3030624
460.0,453.63053274154663,16.549630385942507,182.86884404356363,219442612852.27634,596698875.5797348
462.0,455.67835807800293,16.624340419697287,183.6943692784231,220433243134.10767,505413242.5001755
464.0,457.8096823692322,16.702096714096726,184.55355485189756,221464265822.27704,532777794.5156708
466.0,460.0837790966034,16.785061721042847,185.470295260142,222564354312.17035,568588888.6368713
468.0,462.51121735572815,16.873621028835515,186.4488511473538,223738621376.82452,515885978.982399
470.0,464.34952545166016,16.940687324702537,187.1899151900833,224627898228.09995,575565868.9144211
472.0,467.27044343948364,17.047250065958032,188.36740404373518,226040884852.4822,567775810.0960083
474.0,469.04433727264404,17.111966360748166,189.08250122373667,226899001468.48398,503590324.96726227
476.0,471.43451976776123,17.19916648065649,190.04603846029272,228055246152.35126,513889483.20856476
478.0,473.29357504844666,17.26698968818275,190.79546616776523,228954559401.31824,535530566.64852905
480.0,475.8627028465271,17.360718201595464,191.83114034912117,230197368418.94537,517627787.6130371
482.0,477.57372403144836,17.423140737446015,192.52089212647533,231025070551.7704,500409748.7877579
484.0,480.00047969818115,17.51167514247977,193.49917284508035,232199007414.0964,538334604.9130173
486.0,482.0250930786133,17.585538343261444,194.31534080951872,233178408971.42245,575018347.7820282
488.0,484.7551784515381,17.68513901072735,195.41590067102047,234499080805.22452,526148749.22701263
490.0,486.37569999694824,17.744259882611594,196.0691699736088,235283003968.3305,390817752.8457489
492.0,487.98676347732544,17.803035699502484,196.7186265138396,236062351816.6075,457679024.40914154
494.0,490.1601459980011,17.88232638830835,197.59476672163925,237113720065.96707,550063246.2856598
496.0,492.5351140499115,17.968971445465325,198.55217066812517,238262604801.75015,350127985.6441879
498.0,493.0552763938904,17.987948330644347,198.76186000711988,238514232008.54382,782857185.104805
500.0,499.00838589668274,18.20513336297194,201.16169461847448,241394033542.16937,509479500.2123337
502.0,497.2680490016937,18.1416413132084,200.46012500782763,240552150009.39316,661480178.1122284
504.0,504.478018283844,18.40467988336913,203.36662854551525,244039954254.6183,596945200.9804382
506.0,502.2040560245514,18.321719782170835,202.4499423444291,242939930813.3149,-71064287.01587677
508.0,503.89040350914,18.383242156786007,203.12974758879568,243755697106.55478,459273897.0404663
510.0,506.0016896724701,18.46026740777804,203.980855334564,244777026401.47678,602178902.1140366
512.0,508.8696868419647,18.56489945892374,205.13701059584244,246164412715.01093,595749615.9704514
514.0,510.9278106689453,18.639985208595792,205.96668738779883,247160024865.35858,466281873.4324722
516.0,512.7252678871155,18.705561157409203,206.69128350728403,248029540208.7408,523783010.43766785
518.0,515.2588558197021,18.797993083411157,207.7126307559244,249255156907.10925,576891435.7699585
520.0,517.495454788208,18.879590073866474,208.61425495985057,250337105951.82065,445221988.7636795
522.0,518.9402973651886,18.9323017166882,209.19670405180335,251036044862.16397,487509396.6216583
524.0,521.526561498642,19.026655408514006,210.23928628192272,252287143538.30728,569522260.9353943
526.0,523.6495501995087,19.104107598737045,211.09511158825467,253314133905.90555,510650749.66828156
528.0,525.749018907547,19.180701717997273,211.9414554474837,254329746536.9804,516861102.3262634
530.0,527.9233596324921,19.260027364605467,212.8179819293422,255381578315.2106,542927133.3981934
532.0,530.2383625507355,19.344484736572394,213.751212558811,256501455070.57318,472895925.25180054
534.0,531.8336308002472,19.402684302056425,214.39430168018154,257273162016.2178,404837425.1634903
536.0,533.5858731269836,19.46661069316338,215.10067064268927,258120804771.22714,462414769.35985565
538.0,535.657235622406,19.54217942414665,215.93568424471437,259122821093.65723,485822948.4931259
540.0,537.6030349731445,19.613167282625472,216.72008047099973,260064096565.19965,463853911.7454605
542.0,539.4927403926849,19.682108687523197,217.48186395053258,260978236740.63907,475325155.6169739
544.0,541.533392906189,19.75655703790326,218.30449765638966,261965397187.66754,589199776.5668411
546.0,544.3647022247314,19.85985062012086,219.44586320575536,263335035846.90643,516280018.88946533
548.0,545.8023974895477,19.91230151026825,220.02543105268788,264030517263.2254,418535804.7339554
550.0,547.8254816532135,19.986108921215603,220.8409825548686,265009179065.84225,491169619.6512985
552.0,549.8637697696686,20.06047101219639,221.6626631181922,265995195741.8306,441723464.5338898
554.0,551.4779946804047,20.119362166349994,222.31339410331483,266776072923.9778,361376316.99399567
556.0,552.8519101142883,20.169486201156246,222.8672508415055,267440701009.80658,401892794.2905655
558.0,554.8011567592621,20.24059982596098,223.65303675095006,268383644101.14008,433100806.8309097
560.0,556.4331243038177,20.30013827788357,224.31092019760854,269173104237.13022,458940523.01693726
562.0,558.5960338115692,20.379046883737757,225.1828384943399,270219406193.20782,517927512.83138275
564.0,560.7157516479492,20.45637974425437,226.03734524037984,271244814288.45575,461749607.1605301
566.0,562.4141385555267,20.518341348564515,226.72200385154161,272066404621.84995,387045309.4649811
568.0,563.9161431789398,20.57313841260964,227.32749627192976,272792995526.31567,400483725.3443756
570.0,565.725649356842,20.639153939043403,228.05694960268957,273668339523.22745,363922035.0823288
572.0,566.9253334999084,20.682921559859476,228.54056972220417,274248683666.645,453563432.41620636
574.0,569.4760644435883,20.775978907822292,229.5688277107436,275482593252.8923,527768418.7499161
576.0,571.2893331050873,20.8421316995157,230.29979778470386,276359757341.64465,429246418.37361145
578.0,573.0254075527191,20.905468244031667,230.99964910532233,277199578926.3867,396446128.2254944
580.0,574.5674579143524,20.96172628153039,231.62128487878886,277945541854.54663,358383043.8465729
582.0,575.9887971878052,21.013580462258716,232.19425925147755,278633111101.773,363401992.36579895
584.0,577.5723481178284,21.07135254922741,232.8326248533416,279399149824.0098,453622137.6152954
586.0,579.7396976947784,21.15042314043933,233.7063330435285,280447599652.2342,341474677.82987976
588.0,580.3959262371063,21.174364077039424,233.9708737794412,280765048535.32935,358377940.30029297
590.0,582.703045129776,21.258533819096584,234.90092617786286,281881111413.43536,466600023.3179321
592.0,584.2541379928589,21.31512175074033,235.52620719050094,282631448628.6011,298871080.77090454
594.0,585.174343585968,21.348693261795805,235.89716311376588,283076595736.519,332799485.31710815
596.0,587.005982875824,21.415516262144322,236.63553880822457,283962646569.8695,399279086.5856018
598.0,588.475893497467,21.469142452915797,237.2280934023845,284673712082.8614,320130176.74642944
600.0,589.6530680656433,21.51208886546283,237.70263939737936,285243167276.8552,367291759.6439514
602.0,591.5129473209381,21.579942133741724,238.4523992678644,286142879121.4372,402472205.3788452
604.0,592.9810211658478,21.63350131408545,239.0442134153089,286853056098.3706,420435880.9666748
606.0,594.9894380569458,21.7067736245,239.85385220441992,287824622645.3039,409181033.224411
608.0,596.3644480705261,21.75693759244148,240.4081501927236,288489780231.26825,406113744.23902893
610.0,598.3475022315979,21.82928460401211,241.2075646852167,289449077622.26,364793126.8160095
612.0,599.380841255188,21.866983519030978,241.6241272821103,289948952738.5323,297297083.66223145
614.0,600.8057856559753,21.918969224250215,242.19855496409082,290638265956.90894,302052983.2957611
